make,model,year,trim,base msrp,body type,front head room (in),cylinders,epa combined mpge,engine type,basic
Acura,Integra,2025,4dr Hatchback (1.5L 4cyl Turbo CVT),"$33,000",Hatchback,37.6,I4,,gas,4 yr./ 50000 mi.
Acura,Integra,2025,4dr Hatchback w/A-Spec and Technology Packages (1.5L 4cyl Turbo CVT),"$38,000",Hatchback,37.6,I4,,gas,4 yr./ 50000 mi.
Acura,Integra,2025,4dr Hatchback w/A-Spec Package (1.5L 4cyl Turbo CVT),"$35,000",Hatchback,37.6,I4,,gas,4 yr./ 50000 mi.
Acura,Integra,2025,4dr Hatchback w/A-Spec and Technology Packages (1.5L 4cyl Turbo 6M),"$38,000",Hatchback,37.6,I4,,gas,4 yr./ 50000 mi.
Acura,Integra,2025,Type S 4dr Hatchback (2.0L 4cyl Turbo 6M),"$52,600",Hatchback,38.6,I4,,gas,4 yr./ 50000 mi.
Acura,MDX,2025,4dr SUV (3.5L 6cyl 10A),"$51,200",SUV,38.5,V6,,gas,4 yr./ 50000 mi.
Acura,MDX,2025,4dr SUV AWD w/A-Spec and Advance Packages (3.5L 6cyl 10A),"$68,300",SUV,38.5,V6,,gas,4 yr./ 50000 mi.
Acura,MDX,2025,4dr SUV w/Technology Package (3.5L 6cyl 10A),"$56,600",SUV,38.5,V6,,gas,4 yr./ 50000 mi.
Acura,MDX,2025,4dr SUV AWD w/Advance Package (3.5L 6cyl 10A),"$66,300",SUV,38.5,V6,,gas,4 yr./ 50000 mi.
Acura,MDX,2025,4dr SUV AWD w/Technology Package (3.5L 6cyl 10A),"$58,800",SUV,38.5,V6,,gas,4 yr./ 50000 mi.
Acura,MDX,2025,4dr SUV AWD (3.5L 6cyl 10A),"$53,400",SUV,38.5,V6,,gas,4 yr./ 50000 mi.
Acura,MDX,2025,4dr SUV AWD w/A-Spec Package (3.5L 6cyl 10A),"$61,800",SUV,38.5,V6,,gas,4 yr./ 50000 mi.
Acura,MDX,2025,Type S 4dr SUV AWD w/Advance Package (3.0L 6cyl Turbo 10A),"$75,250",SUV,38.5,V6,,gas,4 yr./ 50000 mi.
Acura,RDX,2025,4dr SUV AWD (2.0L 4cyl Turbo 10A),"$44,700",SUV,40,I4,,gas,4 yr./ 50000 mi.
Acura,RDX,2025,4dr SUV AWD w/A-Spec and Advance Packages (2.0L 4cyl Turbo 10A),"$54,450",SUV,40,I4,,gas,4 yr./ 50000 mi.
Acura,RDX,2025,4dr SUV AWD w/Advance Package (2.0L 4cyl Turbo 10A),"$52,450",SUV,40,I4,,gas,4 yr./ 50000 mi.
Acura,RDX,2025,4dr SUV AWD w/Technology Package (2.0L 4cyl Turbo 10A),"$47,300",SUV,40,I4,,gas,4 yr./ 50000 mi.
Acura,RDX,2025,4dr SUV AWD w/A-Spec Package (2.0L 4cyl Turbo 10A),"$50,300",SUV,40,I4,,gas,4 yr./ 50000 mi.
Acura,TLX,2025,4dr Sedan w/Technology Package (2.0L 4cyl Turbo 10A),"$45,400",Sedan,37.2,I4,,gas,4 yr./ 50000 mi.
Acura,TLX,2025,4dr Sedan AWD w/A-Spec Package (2.0L 4cyl Turbo 10A),"$50,400",Sedan,37.2,I4,,gas,4 yr./ 50000 mi.
Acura,TLX,2025,Type S 4dr Sedan AWD (3.0L 6cyl Turbo 10A),"$57,750",Sedan,37.2,V6,,gas,4 yr./ 50000 mi.
Alfa Romeo,Giulia,2025,4dr Sedan AWD (2.0L 4cyl Turbo 8A),"$45,995",Sedan,38.6,I4,,gas,4 yr./ 50000 mi.
Alfa Romeo,Giulia,2025,4dr Sedan (2.0L 4cyl Turbo 8A),"$43,995",Sedan,38.6,I4,,gas,4 yr./ 50000 mi.
Alfa Romeo,Giulia,2025,Tributo Italiano 4dr Sedan (2.0L 4cyl Turbo 8A),"$48,995",Sedan,38.6,I4,,gas,4 yr./ 50000 mi.
Alfa Romeo,Giulia,2025,Tributo Italiano 4dr Sedan AWD (2.0L 4cyl Turbo 8A),"$50,995",Sedan,38.6,I4,,gas,4 yr./ 50000 mi.
Alfa Romeo,Stelvio,2025,4dr SUV AWD (2.0L 4cyl Turbo 8A),"$48,995",SUV,40.2,I4,,gas,4 yr./ 50000 mi.
Alfa Romeo,Stelvio,2025,Tributo Italiano 4dr SUV AWD (2.0L 4cyl Turbo 8A),"$55,995",SUV,40.2,I4,,gas,4 yr./ 50000 mi.
Alfa Romeo,Tonale,2025,4dr SUV AWD (1.3L 4cyl Turbo gas/electric plug-in hybrid 6A),"$45,995",SUV,38.8,I4,77,plug-in hybrid,4 yr./ 50000 mi.
Alfa Romeo,Tonale,2025,4dr SUV AWD (2.0L 4cyl Turbo 9A),"$36,495",SUV,38.8,I4,,gas,4 yr./ 50000 mi.
Alfa Romeo,Tonale,2025,Tributo Italiano 4dr SUV AWD (1.3L 4cyl Turbo gas/electric plug-in hybrid 6A),"$51,995",SUV,38.8,I4,77,plug-in hybrid,4 yr./ 50000 mi.
Aston Martin,DB12,2025,V8 2dr Coupe (4.0L 8cyl Turbo 8A),"$245,000",Coupe,38.6,V8,,gas,3 yr./ unlimited mi.
Aston Martin,DB12,2025,V8 Volante 2dr Convertible (4.0L 8cyl Turbo 8A),"$265,000",Convertible,38.6,V8,,gas,3 yr./ unlimited mi.
Aston Martin,Vantage,2025,2dr Coupe (4.0L 8cyl Turbo 8A),"$191,000",Coupe,,V8,,gas,3 yr./ unlimited mi.
Audi,A3,2025,Premium 4dr Sedan AWD w/40 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$38,200",Sedan,36.8,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,A3,2025,Premium Plus 4dr Sedan AWD w/40 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$40,800",Sedan,36.8,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,A4,2025,Premium Plus S line 4dr Sedan AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$48,600",Sedan,37.3,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,A4,2025,Premium S line 4dr Sedan AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$44,100",Sedan,37.3,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,A4,2025,Prestige S line 4dr Sedan AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$51,300",Sedan,37.3,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,A4 allroad,2025,Premium 4dr Wagon AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$47,600",Wagon,37.4,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,A4 allroad,2025,Premium Plus 4dr Wagon AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$52,100",Wagon,37.4,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,A4 allroad,2025,Prestige 4dr Wagon AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$55,800",Wagon,37.4,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,A5,2025,Premium Plus S line 4dr Hatchback AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$54,200",Hatchback,37.8,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,A5,2025,Premium S line 4dr Hatchback AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$48,400",Hatchback,37.8,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,A5,2025,Prestige S line 4dr Hatchback AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$56,950",Hatchback,37.8,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,A6,2025,Premium 4dr Sedan AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric mild hybrid 7AM),"$62,600",Sedan,38,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,A6,2025,Premium 4dr Sedan AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$58,100",Sedan,38,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,A6,2025,Premium Plus 4dr Sedan AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric mild hybrid 7AM),"$67,300",Sedan,38,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,A6,2025,Premium Plus 4dr Sedan AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$62,800",Sedan,38,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,A6,2025,Prestige 4dr Sedan AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric mild hybrid 7AM),"$73,350",Sedan,38,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,A6 allroad,2025,Premium Plus 4dr Wagon AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric mild hybrid 7AM),"$70,500",Wagon,38.3,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,A6 allroad,2025,Prestige 4dr Wagon AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric mild hybrid 7AM),"$76,600",Wagon,38.3,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,A7,2025,Premium 4dr Sedan AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric mild hybrid 7AM),"$72,000",Sedan,37,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,A7,2025,Premium Plus 4dr Sedan AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric mild hybrid 7AM),"$77,700",Sedan,37,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,A7,2025,Prestige 4dr Sedan AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric mild hybrid 7AM),"$82,450",Sedan,37,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,A8,2025,L 4dr Sedan AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$92,000",Sedan,38.3,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,Q3,2025,Premium Plus S line 4dr SUV AWD w/45 TFSI (2.0L 4cyl Turbo 8A),"$42,600",SUV,39.6,I4,,gas,4 yr./ 50000 mi.
Audi,Q3,2025,Premium S line 4dr SUV AWD w/45 TFSI (2.0L 4cyl Turbo 8A),"$39,800",SUV,39.6,I4,,gas,4 yr./ 50000 mi.
Audi,Q4 Sportback e-tron,2025,Premium 4dr SUV AWD w/55 (electric DD),"$58,200",SUV,38.5,,100,electric,4 yr./ 50000 mi.
Audi,Q4 Sportback e-tron,2025,Premium Plus 4dr SUV AWD w/55 (electric DD),"$62,000",SUV,38.5,,100,electric,4 yr./ 50000 mi.
Audi,Q4 Sportback e-tron,2025,Prestige 4dr SUV AWD w/55 (electric DD),"$64,800",SUV,38.5,,100,electric,4 yr./ 50000 mi.
Audi,Q4 e-tron,2025,Premium 4dr SUV AWD w/55 (electric DD),"$55,200",SUV,38.5,,100,electric,4 yr./ 50000 mi.
Audi,Q4 e-tron,2025,Premium 4dr SUV w/45 (electric DD),"$49,800",SUV,38.5,,115,electric,4 yr./ 50000 mi.
Audi,Q4 e-tron,2025,Premium Plus 4dr SUV AWD w/55 (electric DD),"$59,000",SUV,38.5,,100,electric,4 yr./ 50000 mi.
Audi,Q4 e-tron,2025,Premium Plus 4dr SUV w/45 (electric DD),"$53,600",SUV,38.5,,115,electric,4 yr./ 50000 mi.
Audi,Q4 e-tron,2025,Prestige 4dr SUV AWD w/55 (electric DD),"$61,800",SUV,38.5,,100,electric,4 yr./ 50000 mi.
Audi,Q5,2025,Premium 4dr SUV AWD w/40 TFSI (2.0L 4cyl Turbo 7AM),"$45,400",SUV,39.6,I4,,gas,4 yr./ 50000 mi.
Audi,Q5,2025,Premium Plus 4dr SUV AWD w/40 TFSI (2.0L 4cyl Turbo 7AM),"$51,100",SUV,38.1,I4,,gas,4 yr./ 50000 mi.
Audi,Q5,2025,Premium Plus S line 4dr SUV AWD w/55 TFSI e (2.0L 4cyl Turbo gas/electric plug-in hybrid 7AM),"$63,300",SUV,38.1,I4,61,plug-in hybrid,4 yr./ 50000 mi.
Audi,Q5,2025,Premium Plus S line 4dr SUV AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$53,900",SUV,38.1,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,Q5,2025,Premium S line 4dr SUV AWD w/55 TFSI e (2.0L 4cyl Turbo gas/electric plug-in hybrid 7AM),"$58,500",SUV,39.6,I4,61,plug-in hybrid,4 yr./ 50000 mi.
Audi,Q5,2025,Premium S line 4dr SUV AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$48,800",SUV,39.6,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,Q5,2025,Prestige 4dr SUV AWD w/40 TFSI (2.0L 4cyl Turbo 7AM),"$54,700",SUV,38.1,I4,,gas,4 yr./ 50000 mi.
Audi,Q5,2025,Prestige S line 4dr SUV AWD w/55 TFSI e (2.0L 4cyl Turbo gas/electric plug-in hybrid 7AM),"$66,700",SUV,38.1,I4,61,plug-in hybrid,4 yr./ 50000 mi.
Audi,Q5,2025,Prestige S line 4dr SUV AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$57,100",SUV,38.1,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,Q5 Sportback,2025,Premium Plus S line 4dr SUV AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$56,300",SUV,38,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,Q5 Sportback,2025,Premium S line 4dr SUV AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$52,200",SUV,38,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,Q5 Sportback,2025,Prestige S line 4dr SUV AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 7AM),"$59,400",SUV,38,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,Q6 e-tron,2025,Premium 4dr SUV (electric DD),"$63,800",SUV,38.5,,,electric,4 yr./ 50000 mi.
Audi,Q6 e-tron,2025,Premium 4dr SUV AWD (electric DD),"$65,800",SUV,38.5,,,electric,4 yr./ 50000 mi.
Audi,Q6 e-tron,2025,Premium Plus 4dr SUV AWD (electric DD),"$70,600",SUV,38.5,,,electric,4 yr./ 50000 mi.
Audi,Q6 e-tron,2025,Premium Plus 4dr SUV (electric DD),"$68,600",SUV,38.5,,,electric,4 yr./ 50000 mi.
Audi,Q6 e-tron,2025,Prestige 4dr SUV AWD (electric DD),"$72,600",SUV,38.5,,,electric,4 yr./ 50000 mi.
Audi,Q6 e-tron,2025,Prestige 4dr SUV (electric DD),"$70,600",SUV,38.5,,,electric,4 yr./ 50000 mi.
Audi,Q7,2025,Premium 4dr SUV AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 8A),"$60,500",SUV,39.9,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,Q7,2025,Premium 4dr SUV AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$65,800",SUV,39.9,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,Q7,2025,Premium Plus 4dr SUV AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$69,600",SUV,39.9,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,Q7,2025,Premium Plus 4dr SUV AWD w/45 TFSI (2.0L 4cyl Turbo gas/electric mild hybrid 8A),"$64,300",SUV,39.9,I4,,mild hybrid,4 yr./ 50000 mi.
Audi,Q7,2025,Prestige 4dr SUV AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$77,900",SUV,39.9,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,Q8,2025,Premium 4dr SUV AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$74,400",SUV,37.1,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,Q8,2025,Premium Plus 4dr SUV AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$78,500",SUV,37.1,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,Q8,2025,Prestige 4dr SUV AWD w/55 TFSI (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$82,500",SUV,37.1,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,RS 5,2025,4dr Hatchback AWD (2.9L 6cyl Turbo 8A),"$79,900",Hatchback,37.8,V6,,gas,4 yr./ 50000 mi.
Audi,RS 6,2025,performance 4dr Wagon AWD (4.0L 8cyl Turbo gas/electric mild hybrid 8A),"$126,600",Wagon,38.3,V8,,mild hybrid,4 yr./ 50000 mi.
Audi,RS 7,2025,performance 4dr Sedan AWD (4.0L 8cyl Turbo gas/electric mild hybrid 8A),"$128,600",Sedan,37,V8,,mild hybrid,4 yr./ 50000 mi.
Audi,RS Q8,2025,performance 4dr SUV AWD (4.0L 8cyl Turbo gas/electric mild hybrid 8A),"$136,200",SUV,37.1,V8,,mild hybrid,4 yr./ 50000 mi.
Audi,RS e-tron GT,2025,performance 4dr Sedan AWD (electric 2A),"$167,000",Sedan,39.2,,84,electric,4 yr./ 50000 mi.
Audi,S e-tron GT,2025,Premium Plus 4dr Sedan AWD (electric 2A),"$125,500",Sedan,38.2,,90,electric,4 yr./ 50000 mi.
Audi,S e-tron GT,2025,Prestige 4dr Sedan AWD (electric 2A),"$135,800",Sedan,38.2,,90,electric,4 yr./ 50000 mi.
Audi,S3,2025,Premium 4dr Sedan AWD (2.0L 4cyl Turbo 7AM),"$48,700",Sedan,36.8,I4,,gas,4 yr./ 50000 mi.
Audi,S3,2025,Premium Plus 4dr Sedan AWD (2.0L 4cyl Turbo 7AM),"$51,100",Sedan,36.8,I4,,gas,4 yr./ 50000 mi.
Audi,S3,2025,Prestige 4dr Sedan AWD (2.0L 4cyl Turbo 7AM),"$54,900",Sedan,36.8,I4,,gas,4 yr./ 50000 mi.
Audi,S4,2025,Premium 4dr Sedan AWD (3.0L 6cyl Turbo 8A),"$54,900",Sedan,37.3,V6,,gas,
Audi,S4,2025,Premium Plus 4dr Sedan AWD (3.0L 6cyl Turbo 8A),"$58,800",Sedan,37.3,V6,,gas,
Audi,S4,2025,Prestige 4dr Sedan AWD (3.0L 6cyl Turbo 8A),"$61,500",Sedan,37.3,V6,,gas,
Audi,S5,2025,Premium 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),"$57,900",Hatchback,37.8,V6,,gas,4 yr./ 50000 mi.
Audi,S5,2025,Premium Plus 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),"$61,800",Hatchback,37.8,V6,,gas,4 yr./ 50000 mi.
Audi,S5,2025,Prestige 4dr Hatchback AWD (3.0L 6cyl Turbo 8A),"$64,500",Hatchback,37.8,V6,,gas,4 yr./ 50000 mi.
Audi,S6,2025,Premium 4dr Sedan AWD (2.9L 6cyl Twincharger gas/electric mild hybrid 8A),"$75,900",Sedan,38,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,S6,2025,Premium Plus 4dr Sedan AWD (2.9L 6cyl Twincharger gas/electric mild hybrid 8A),"$80,200",Sedan,38,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,S6,2025,Prestige 4dr Sedan AWD (2.9L 6cyl Twincharger gas/electric mild hybrid 8A),"$84,100",Sedan,38,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,S7,2025,Premium 4dr Sedan AWD (2.9L 6cyl Twincharger gas/electric mild hybrid 8A),"$85,700",Sedan,37,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,S7,2025,Premium Plus 4dr Sedan AWD (2.9L 6cyl Twincharger gas/electric mild hybrid 8A),"$89,500",Sedan,37,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,S7,2025,Prestige 4dr Sedan AWD (2.9L 6cyl Twincharger gas/electric mild hybrid 8A),"$93,100",Sedan,37,V6,,mild hybrid,4 yr./ 50000 mi.
Audi,S8,2025,4dr Sedan AWD (4.0L 8cyl Turbo gas/electric mild hybrid 8A),"$125,300",Sedan,38.3,V8,,mild hybrid,4 yr./ 50000 mi.
Audi,SQ5,2025,Premium 4dr SUV AWD (3.0L 6cyl Turbo 8A),"$58,400",SUV,39.6,V6,,gas,4 yr./ 50000 mi.
Audi,SQ5,2025,Premium Plus 4dr SUV AWD (3.0L 6cyl Turbo 8A),"$63,300",SUV,38.1,V6,,gas,4 yr./ 50000 mi.
Audi,SQ5,2025,Prestige 4dr SUV AWD (3.0L 6cyl Turbo 8A),"$66,500",SUV,38.1,V6,,gas,4 yr./ 50000 mi.
Audi,SQ5 Sportback,2025,Premium 4dr SUV AWD (3.0L 6cyl Turbo 8A),"$61,800",SUV,38,V6,,gas,4 yr./ 50000 mi.
Audi,SQ5 Sportback,2025,Premium Plus 4dr SUV AWD (3.0L 6cyl Turbo 8A),"$65,700",SUV,38,V6,,gas,4 yr./ 50000 mi.
Audi,SQ5 Sportback,2025,Prestige 4dr SUV AWD (3.0L 6cyl Turbo 8A),"$68,900",SUV,38,V6,,gas,4 yr./ 50000 mi.
Audi,SQ6 e-tron,2025,Premium 4dr SUV AWD (electric DD),"$72,900",SUV,38.5,,,electric,4 yr./ 50000 mi.
Audi,SQ6 e-tron,2025,Premium Plus 4dr SUV AWD (electric DD),"$77,300",SUV,38.5,,,electric,4 yr./ 50000 mi.
Audi,SQ6 e-tron,2025,Prestige 4dr SUV AWD (electric DD),"$79,300",SUV,38.5,,,electric,4 yr./ 50000 mi.
Audi,SQ7,2025,Premium Plus 4dr SUV AWD (4.0L 8cyl Turbo gas/electric hybrid 8A),"$90,800",SUV,39.9,V8,,hybrid,4 yr./ 50000 mi.
Audi,SQ7,2025,Prestige 4dr SUV AWD (4.0L 8cyl Turbo gas/electric hybrid 8A),"$96,900",SUV,39.9,V8,,hybrid,4 yr./ 50000 mi.
Audi,SQ8,2025,Premium Plus 4dr SUV AWD (4.0L 8cyl Turbo gas/electric mild hybrid 8A),"$97,600",SUV,37.1,V8,,mild hybrid,4 yr./ 50000 mi.
Audi,SQ8,2025,Prestige 4dr SUV AWD (4.0L 8cyl Turbo gas/electric mild hybrid 8A),"$104,900",SUV,37.1,V8,,mild hybrid,4 yr./ 50000 mi.
BMW,2 Series,2025,230i 2dr Coupe (2.0L 4cyl Turbo 8A),"$39,200",Coupe,39.8,I4,,gas,4 yr./ 50000 mi.
BMW,2 Series,2025,230i xDrive 2dr Coupe AWD (2.0L 4cyl Turbo 8A),"$41,200",Coupe,39.8,I4,,gas,4 yr./ 50000 mi.
BMW,2 Series,2025,M2 2dr Coupe (3.0L 6cyl Turbo 6M),"$64,900",Coupe,38.1,I6,,gas,4 yr./ 50000 mi.
BMW,2 Series,2025,M240i 2dr Coupe (3.0L 6cyl Turbo 8A),"$50,100",Coupe,38.1,I6,,gas,4 yr./ 50000 mi.
BMW,2 Series,2025,M240i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),"$52,100",Coupe,38.1,I6,,gas,4 yr./ 50000 mi.
BMW,2 Series Gran Coupe,2025,228 xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 7AM),"$41,600",Sedan,,I4,,gas,4 yr./ 50000 mi.
BMW,2 Series Gran Coupe,2025,M235 xDrive 4dr Sedan AWD (2.0L 4cyl Turbo 7AM),"$49,500",Sedan,,I4,,gas,4 yr./ 50000 mi.
BMW,3 Series,2025,330i 4dr Sedan (2.0L 4cyl Turbo gas/electric mild hybrid 8A),"$45,500",Sedan,38.7,I4,,mild hybrid,4 yr./ 50000 mi.
BMW,3 Series,2025,330i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo gas/electric mild hybrid 8A),"$47,500",Sedan,38.7,I4,,mild hybrid,4 yr./ 50000 mi.
BMW,3 Series,2025,M3 4dr Sedan (3.0L 6cyl Turbo 6M),"$76,000",Sedan,40.6,I6,,gas,4 yr./ 50000 mi.
BMW,3 Series,2025,M3 Competition 4dr Sedan (3.0L 6cyl Turbo 8A),"$80,200",Sedan,40.6,I6,,gas,4 yr./ 50000 mi.
BMW,3 Series,2025,M3 Competition xDrive 4dr Sedan AWD (3.0L 6cyl Turbo 8A),"$85,300",Sedan,40.6,I6,,gas,4 yr./ 50000 mi.
BMW,3 Series,2025,M340i 4dr Sedan (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$59,600",Sedan,38.7,I6,,mild hybrid,4 yr./ 50000 mi.
BMW,3 Series,2025,M340i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$61,600",Sedan,38.7,I6,,mild hybrid,4 yr./ 50000 mi.
BMW,4 Series,2025,430i 2dr Coupe (2.0L 4cyl Turbo gas/electric mild hybrid 8A),"$50,700",Coupe,38,I4,,mild hybrid,4 yr./ 50000 mi.
BMW,4 Series,2025,430i 2dr Convertible (2.0L 4cyl Turbo gas/electric mild hybrid 8A),"$58,700",Convertible,40.6,I4,,mild hybrid,4 yr./ 50000 mi.
BMW,4 Series,2025,430i xDrive 2dr Convertible AWD (2.0L 4cyl Turbo gas/electric mild hybrid 8A),"$60,700",Convertible,40.6,I4,,mild hybrid,4 yr./ 50000 mi.
BMW,4 Series,2025,430i xDrive 2dr Coupe AWD (2.0L 4cyl Turbo gas/electric mild hybrid 8A),"$52,700",Coupe,38,I4,,mild hybrid,4 yr./ 50000 mi.
BMW,4 Series,2025,M4 2dr Coupe (3.0L 6cyl Turbo 6M),"$79,100",Coupe,40.3,I6,,gas,4 yr./ 50000 mi.
BMW,4 Series,2025,M4 CS 2dr Coupe AWD (3.0L 6cyl Turbo 8A),"$123,500",Coupe,,I6,,gas,4 yr./ 50000 mi.
BMW,4 Series,2025,M4 Competition 2dr Coupe (3.0L 6cyl Turbo 8A),"$83,200",Coupe,40.3,I6,,gas,4 yr./ 50000 mi.
BMW,4 Series,2025,M4 Competition xDrive 2dr Coupe AWD (3.0L 6cyl Turbo 8A),"$88,300",Coupe,40.3,I6,,gas,4 yr./ 50000 mi.
BMW,4 Series,2025,M4 Competition xDrive 2dr Convertible AWD (3.0L 6cyl Turbo 8A),"$95,300",Convertible,40.6,I6,,gas,4 yr./ 50000 mi.
BMW,4 Series,2025,M440i 2dr Coupe (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$64,250",Coupe,38,I6,,mild hybrid,4 yr./ 50000 mi.
BMW,4 Series,2025,M440i 2dr Convertible (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$72,250",Convertible,40.6,I6,,mild hybrid,4 yr./ 50000 mi.
BMW,4 Series,2025,M440i xDrive 2dr Coupe AWD (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$66,250",Coupe,38,I6,,mild hybrid,4 yr./ 50000 mi.
BMW,4 Series,2025,M440i xDrive 2dr Convertible AWD (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$74,250",Convertible,40.6,I6,,mild hybrid,4 yr./ 50000 mi.
BMW,4 Series Gran Coupe,2025,430i 4dr Sedan (2.0L 4cyl Turbo gas/electric mild hybrid 8A),"$49,200",Sedan,38.6,I4,,mild hybrid,4 yr./ 50000 mi.
BMW,4 Series Gran Coupe,2025,430i xDrive 4dr Sedan AWD (2.0L 4cyl Turbo gas/electric mild hybrid 8A),"$51,200",Sedan,38.6,I4,,mild hybrid,4 yr./ 50000 mi.
BMW,4 Series Gran Coupe,2025,M440i 4dr Sedan (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$62,600",Sedan,38.6,I6,,mild hybrid,4 yr./ 50000 mi.
BMW,4 Series Gran Coupe,2025,M440i xDrive 4dr Sedan AWD (3.0L 6cyl Turbo gas/electric mild hybrid 8A),"$64,600",Sedan,38.6,I6,,mild hybrid,4 yr./ 50000 mi.
