make,model,year,trim,base msrp,body type,front head room (in),cylinders,epa combined mpge,engine type,basic
Ram,2500,2025,Limited 4dr Crew Cab LB (6.4L 8cyl 8A),"$73,365",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Limited 4dr Crew Cab SB (6.4L 8cyl 8A),"$73,165",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Limited Longhorn 4dr Crew Cab 4WD SB (6.4L 8cyl 8A),"$76,095",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Limited Longhorn 4dr Crew Cab 4WD LB (6.4L 8cyl 8A),"$76,295",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Limited Longhorn 4dr Mega Cab 4WD SB (6.7L 6cyl Turbodiesel 8A),"$90,205",Truck (Mega Cab),40.9,I6,,diesel,3 yr./ 36000 mi.
Ram,2500,2025,Limited Longhorn 4dr Crew Cab LB (6.4L 8cyl 8A),"$73,365",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Limited Longhorn 4dr Crew Cab SB (6.4L 8cyl 8A),"$73,165",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Lone Star 4dr Crew Cab SB (6.4L 8cyl 8A),"$53,085",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Lone Star 4dr Crew Cab 4WD LB (6.4L 8cyl 8A),"$56,215",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Lone Star 2dr Regular Cab 4WD LB (6.4L 8cyl 8A),"$52,395",Truck (Regular Cab),39.8,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Lone Star 2dr Regular Cab LB (6.4L 8cyl 8A),"$49,465",Truck (Regular Cab),39.8,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Lone Star 4dr Crew Cab 4WD SB (6.4L 8cyl 8A),"$56,015",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Lone Star 4dr Crew Cab LB (6.4L 8cyl 8A),"$53,285",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Power Wagon 4dr Crew Cab 4WD SB (6.4L 8cyl 8A),"$68,645",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Rebel 4dr Crew Cab 4WD SB (6.4L 8cyl 8A),"$68,645",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Tradesman 4dr Crew Cab 4WD SB (6.4L 8cyl 8A),"$52,115",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Tradesman 2dr Regular Cab LB (6.4L 8cyl 8A),"$45,565",Truck (Regular Cab),39.8,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Tradesman 4dr Crew Cab 4WD LB (6.4L 8cyl 8A),"$52,315",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Tradesman 2dr Regular Cab 4WD LB (6.4L 8cyl 8A),"$48,495",Truck (Regular Cab),39.8,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Tradesman 4dr Crew Cab LB (6.4L 8cyl 8A),"$49,385",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,2500,2025,Tradesman 4dr Crew Cab SB (6.4L 8cyl 8A),"$49,185",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Big Horn 4dr Crew Cab LB (6.4L 8cyl 8A),"$53,715",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Big Horn 2dr Regular Cab LB (6.4L 8cyl 8A),"$49,895",Truck (Regular Cab),39.8,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Big Horn 4dr Crew Cab SB (6.4L 8cyl 8A),"$53,515",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Big Horn 4dr Crew Cab 4WD SB (6.4L 8cyl 8A),"$56,445",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Big Horn 4dr Crew Cab 4WD LB (6.4L 8cyl 8A),"$56,645",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Big Horn 2dr Regular Cab 4WD LB (6.4L 8cyl 8A),"$52,825",Truck (Regular Cab),39.8,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Laramie 4dr Crew Cab LB (6.4L 8cyl 8A),"$62,005",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Laramie 4dr Crew Cab SB (6.4L 8cyl 8A),"$61,805",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Laramie 4dr Crew Cab 4WD LB (6.4L 8cyl 8A),"$64,935",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Laramie 4dr Crew Cab 4WD SB (6.4L 8cyl 8A),"$64,735",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Laramie 4dr Mega Cab 4WD SB (6.7L 6cyl Turbodiesel 8A),"$78,845",Truck (Mega Cab),40.9,I6,,diesel,3 yr./ 36000 mi.
Ram,3500,2025,Limited 4dr Mega Cab 4WD SB (6.7L 6cyl Turbodiesel 8A),"$91,860",Truck (Mega Cab),40.9,I6,,diesel,3 yr./ 36000 mi.
Ram,3500,2025,Limited 4dr Crew Cab SB (6.4L 8cyl 8A),"$74,820",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Limited 4dr Crew Cab LB (6.4L 8cyl 8A),"$75,020",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Limited 4dr Crew Cab 4WD SB (6.4L 8cyl 8A),"$77,750",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Limited 4dr Crew Cab 4WD LB (6.4L 8cyl 8A),"$77,950",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Limited Longhorn 4dr Crew Cab SB (6.4L 8cyl 8A),"$74,820",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Limited Longhorn 4dr Crew Cab LB (6.4L 8cyl 8A),"$75,020",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Limited Longhorn 4dr Crew Cab 4WD LB (6.4L 8cyl 8A),"$77,950",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Limited Longhorn 4dr Crew Cab 4WD SB (6.4L 8cyl 8A),"$77,750",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Limited Longhorn 4dr Mega Cab 4WD SB (6.7L 6cyl Turbodiesel 8A),"$91,860",Truck (Mega Cab),40.9,I6,,diesel,3 yr./ 36000 mi.
Ram,3500,2025,Lone Star 4dr Crew Cab SB (6.4L 8cyl 8A),"$53,515",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Lone Star 2dr Regular Cab 4WD LB (6.4L 8cyl 8A),"$52,825",Truck (Regular Cab),39.8,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Lone Star 2dr Regular Cab LB (6.4L 8cyl 8A),"$49,895",Truck (Regular Cab),39.8,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Lone Star 4dr Crew Cab 4WD SB (6.4L 8cyl 8A),"$56,445",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Lone Star 4dr Crew Cab 4WD LB (6.4L 8cyl 8A),"$56,645",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Lone Star 4dr Crew Cab LB (6.4L 8cyl 8A),"$53,715",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Tradesman 2dr Regular Cab 4WD LB (6.4L 8cyl 8A),"$49,500",Truck (Regular Cab),39.8,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Tradesman 2dr Regular Cab LB (6.4L 8cyl 8A),"$46,570",Truck (Regular Cab),39.8,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Tradesman 4dr Crew Cab 4WD LB (6.4L 8cyl 8A),"$53,320",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Tradesman 4dr Crew Cab 4WD SB (6.4L 8cyl 8A),"$53,120",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Tradesman 4dr Crew Cab SB (6.4L 8cyl 8A),"$50,190",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,3500,2025,Tradesman 4dr Crew Cab LB (6.4L 8cyl 8A),"$50,390",Truck (Crew Cab),40.9,V8,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"1500 SLT High Roof 3dr Van w/136"" WB (3.6L 6cyl 9A)","$51,500",Van,76,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"1500 SLT Low Roof 3dr Van w/136"" WB (3.6L 6cyl 9A)","$50,650",Van,65.4,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"1500 SLT+ High Roof 3dr Van w/136"" WB (3.6L 6cyl 9A)","$55,500",Van,76,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"1500 SLT+ Low Roof 3dr Van w/136"" WB (3.6L 6cyl 9A)","$54,650",Van,65.4,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"1500 Tradesman High Roof 3dr Van w/136"" WB, Front Passenger Seat (3.6L 6cyl 9A)","$48,505",Van,76,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"1500 Tradesman High Roof 3dr Van w/136"" WB, w/o Front Passenger Seat (3.6L 6cyl 9A)","$48,505",Van,76,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"1500 Tradesman Low Roof 3dr Van w/136"" WB, Front Passenger Seat (3.6L 6cyl 9A)","$47,655",Van,65.4,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"1500 Tradesman Low Roof 3dr Van w/136"" WB, w/o Front Passenger Seat (3.6L 6cyl 9A)","$47,655",Van,65.4,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"1500 Tradesman Low Roof 3dr Van w/118"" WB, w/o Front Passenger Seat (3.6L 6cyl 9A)","$44,960",Van,65.4,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"1500 Tradesman Low Roof 3dr Van w/118"" WB, Front Passenger Seat (3.6L 6cyl 9A)","$44,960",Van,65.4,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"2500 SLT High Roof 3dr Van w/136"" WB (3.6L 6cyl 9A)","$53,190",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"2500 SLT High Roof 3dr Van w/159"" WB (3.6L 6cyl 9A)","$53,855",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"2500 SLT Low Roof 3dr Van w/136"" WB (3.6L 6cyl 9A)","$52,240",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"2500 SLT+ High Roof 3dr Van w/136"" WB (3.6L 6cyl 9A)","$57,190",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"2500 SLT+ High Roof 3dr Van w/159"" WB (3.6L 6cyl 9A)","$57,855",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"2500 SLT+ Low Roof 3dr Van w/136"" WB (3.6L 6cyl 9A)","$56,240",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"2500 Tradesman High Roof 3dr Van w/136"" WB, Front Passenger Seat (3.6L 6cyl 9A)","$50,195",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"2500 Tradesman High Roof 3dr Van w/159"" WB, w/o Front Passenger Seat (3.6L 6cyl 9A)","$50,860",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"2500 Tradesman High Roof 3dr Van w/159"" WB, Front Passenger Seat (3.6L 6cyl 9A)","$50,860",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"2500 Tradesman High Roof 3dr Van w/136"" WB, w/o Front Passenger Seat (3.6L 6cyl 9A)","$50,195",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"2500 Tradesman Low Roof 3dr Van w/136"" WB, Front Passenger Seat (3.6L 6cyl 9A)","$49,245",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"2500 Tradesman Low Roof 3dr Van w/136"" WB, w/o Front Passenger Seat (3.6L 6cyl 9A)","$49,245",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 SLT High Roof 3dr Van w/159"" WB (3.6L 6cyl 9A)","$54,880",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 SLT High Roof 3dr Ext Van w/159"" WB (3.6L 6cyl 9A)","$57,740",Ext Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 SLT High Roof 3dr Van w/136"" WB (3.6L 6cyl 9A)","$54,230",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 SLT Low Roof 3dr Van w/136"" WB (3.6L 6cyl 9A)","$53,280",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 SLT Super High Roof 3dr Ext Van w/159"" WB (3.6L 6cyl 9A)","$58,585",Ext Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 SLT+ High Roof 3dr Van w/159"" WB (3.6L 6cyl 9A)","$58,880",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 SLT+ High Roof 3dr Ext Van w/159"" WB (3.6L 6cyl 9A)","$61,740",Ext Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 SLT+ High Roof 3dr Van w/136"" WB (3.6L 6cyl 9A)","$58,230",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 SLT+ Low Roof 3dr Van w/136"" WB (3.6L 6cyl 9A)","$57,280",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 SLT+ Super High Roof 3dr Ext Van w/159"" WB (3.6L 6cyl 9A)","$62,585",Ext Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 Tradesman High Roof 3dr Van w/136"" WB, Front Passenger Seat (3.6L 6cyl 9A)","$51,235",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 Tradesman High Roof 3dr Van w/159"" WB, Front Passenger Seat (3.6L 6cyl 9A)","$51,885",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 Tradesman High Roof 3dr Ext Van w/159"" WB, Front Passenger Seat (3.6L 6cyl 9A)","$54,745",Ext Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 Tradesman High Roof 3dr Ext Van w/159"" WB, w/o Front Passenger Seat (3.6L 6cyl 9A)","$54,745",Ext Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 Tradesman High Roof 3dr Van w/136"" WB, w/o Front Passenger Seat (3.6L 6cyl 9A)","$51,235",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 Tradesman High Roof 3dr Van w/159"" WB, w/o Front Passenger Seat (3.6L 6cyl 9A)","$51,885",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 Tradesman Low Roof 3dr Van w/136"" WB, w/o Front Passenger Seat (3.6L 6cyl 9A)","$50,285",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 Tradesman Low Roof 3dr Van w/136"" WB, Front Passenger Seat (3.6L 6cyl 9A)","$50,285",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 Tradesman Super High Roof 3dr Ext Van w/159"" WB, Front Passenger Seat (3.6L 6cyl 9A)","$55,590",Ext Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Cargo Van,2025,"3500 Tradesman Super High Roof 3dr Ext Van w/159"" WB, w/o Front Passenger Seat (3.6L 6cyl 9A)","$55,590",Ext Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster EV Delivery Van,2025,Super High Roof 3dr Ext Van (electric DD),"$77,995",Ext Van,43,,,electric,3 yr./ 36000 mi.
Ram,ProMaster Window Van,2025,2500 SLT+ High Roof 3dr Van (3.6L 6cyl 9A),"$57,185",Van,43,V6,,gas,3 yr./ 36000 mi.
Ram,ProMaster Window Van,2025,3500 SLT+ High Roof 3dr Ext Van (3.6L 6cyl 9A),"$61,120",Ext Van,43,V6,,gas,3 yr./ 36000 mi.
Rivian,R1S,2025,"Dual 4dr SUV AWD w/Large Battery, Adventure Interior (electric DD)","$82,900",SUV,41.1,,82,electric,4 yr./ 50000 mi.
Rivian,R1S,2025,"Dual 4dr SUV AWD w/Max Battery, Adventure Interior (electric DD)","$89,900",SUV,41.1,,84,electric,4 yr./ 50000 mi.
Rivian,R1S,2025,"Dual Standard 4dr SUV AWD w/Standard Battery, Adventure Interior (electric DD)","$75,900",SUV,41.1,,79,electric,4 yr./ 50000 mi.
Rivian,R1S,2025,"Tri 4dr SUV AWD w/Max Battery, Ascend Interior (electric DD)","$105,900",SUV,41.1,,,electric,4 yr./ 50000 mi.
Rivian,R1S,2025,California Dune 4dr SUV AWD w/Max Battery (electric DD),"$105,900",SUV,41.1,,68,electric,4 yr./ 50000 mi.
Rivian,R1T,2025,"Dual 4dr Crew Cab AWD SB w/Large Battery, Adventure Interior (electric DD)","$76,900",Truck (Crew Cab),41.1,,82,electric,4 yr./ 50000 mi.
Rivian,R1T,2025,"Dual 4dr Crew Cab AWD SB w/Max Battery, Adventure Interior (electric DD)","$83,900",Truck (Crew Cab),41.1,,87,electric,4 yr./ 50000 mi.
Rivian,R1T,2025,"Dual Standard 4dr Crew Cab AWD SB w/Standard Battery, Adventure Interior (electric DD)","$69,900",Truck (Crew Cab),41.1,,79,electric,4 yr./ 50000 mi.
Rivian,R1T,2025,"Tri 4dr Crew Cab AWD SB w/Max Battery, Ascend Interior (electric DD)","$99,900",Truck (Crew Cab),41.1,,,electric,4 yr./ 50000 mi.
Rivian,R1T,2025,California Dune 4dr Crew Cab AWD SB w/Max Battery (electric DD),"$99,900",Truck (Crew Cab),41.1,,68,electric,4 yr./ 50000 mi.
Subaru,Ascent,2025,Bronze Edition 4dr SUV AWD (2.4L 4cyl Turbo CVT),"$46,995",SUV,40,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Ascent,2025,Limited 4dr SUV AWD w/8-Passenger (2.4L 4cyl Turbo CVT),"$45,995",SUV,40,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Ascent,2025,Limited 4dr SUV AWD w/7-Passenger (2.4L 4cyl Turbo CVT),"$45,995",SUV,40,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Ascent,2025,Onyx Edition Premium 4dr SUV AWD (2.4L 4cyl Turbo CVT),"$42,195",SUV,40,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Ascent,2025,Onyx Edition Touring 4dr SUV AWD (2.4L 4cyl Turbo CVT),"$49,995",SUV,40,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Ascent,2025,Premium 4dr SUV AWD w/8-Passenger (2.4L 4cyl Turbo CVT),"$38,795",SUV,41.2,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Ascent,2025,Premium 4dr SUV AWD w/7-Passenger (2.4L 4cyl Turbo CVT),"$38,795",SUV,41.2,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Ascent,2025,Touring 4dr SUV AWD (2.4L 4cyl Turbo CVT),"$48,995",SUV,40,flat 4,,gas,3 yr./ 36000 mi.
Subaru,BRZ,2025,Limited 2dr Coupe (2.4L 4cyl 6A),"$34,595",Coupe,37,flat 4,,gas,3 yr./ 36000 mi.
Subaru,BRZ,2025,Limited 2dr Coupe (2.4L 4cyl 6M),"$33,745",Coupe,37,flat 4,,gas,3 yr./ 36000 mi.
Subaru,BRZ,2025,Premium 2dr Coupe (2.4L 4cyl 6M),"$31,095",Coupe,37,flat 4,,gas,3 yr./ 36000 mi.
Subaru,BRZ,2025,Series.Purple 2dr Coupe (2.4L 4cyl 6M),"$35,445",Coupe,37,flat 4,,gas,3 yr./ 36000 mi.
Subaru,BRZ,2025,tS 2dr Coupe (2.4L 4cyl 6M),"$36,245",Coupe,37,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Crosstrek,2025,4dr SUV AWD (2.0L 4cyl CVT),"$25,695",SUV,39.8,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Crosstrek,2025,Limited 4dr SUV AWD (2.5L 4cyl CVT),"$31,395",SUV,39.8,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Crosstrek,2025,Premium 4dr SUV AWD (2.5L 4cyl CVT),"$26,945",SUV,39.8,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Crosstrek,2025,Sport 4dr SUV AWD (2.5L 4cyl CVT),"$29,495",SUV,39.8,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Crosstrek,2025,Wilderness 4dr SUV AWD (2.5L 4cyl CVT),"$32,495",SUV,39.8,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Forester,2025,4dr SUV AWD (2.5L 4cyl CVT),"$29,810",SUV,41.2,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Forester,2025,Limited 4dr SUV AWD (2.5L 4cyl CVT),"$36,110",SUV,40,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Forester,2025,Limited Hybrid 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),"$39,410",SUV,40,flat 4,,hybrid,3 yr./ 36000 mi.
Subaru,Forester,2025,Premium 4dr SUV AWD (2.5L 4cyl CVT),"$32,110",SUV,40,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Forester,2025,Premium Hybrid 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),"$34,995",SUV,40,flat 4,,hybrid,3 yr./ 36000 mi.
Subaru,Forester,2025,Sport 4dr SUV AWD (2.5L 4cyl CVT),"$34,610",SUV,40,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Forester,2025,Sport Hybrid 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),"$37,995",SUV,40,flat 4,,hybrid,3 yr./ 36000 mi.
Subaru,Forester,2025,Touring 4dr SUV AWD (2.5L 4cyl CVT),"$39,995",SUV,40,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Forester,2025,Touring Hybrid 4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),"$41,695",SUV,40,flat 4,,hybrid,3 yr./ 36000 mi.
Subaru,Forester,2025,Wilderness 4dr SUV AWD (2.5L 4cyl CVT),"$34,995",SUV,40.2,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Impreza,2025,4dr Hatchback AWD (2.0L 4cyl CVT),"$23,495",Hatchback,39.8,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Impreza,2025,RS 4dr Hatchback AWD (2.5L 4cyl CVT),"$28,385",Hatchback,39.8,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Impreza,2025,Sport 4dr Hatchback AWD (2.0L 4cyl CVT),"$25,495",Hatchback,39.8,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Legacy,2025,4dr Sedan AWD (2.5L 4cyl CVT),"$24,895",Sedan,39.4,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Legacy,2025,Limited 4dr Sedan AWD (2.5L 4cyl CVT),"$34,005",Sedan,39.4,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Legacy,2025,Premium 4dr Sedan AWD (2.5L 4cyl CVT),"$27,195",Sedan,39.4,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Legacy,2025,Sport 4dr Sedan AWD (2.4L 4cyl Turbo CVT),"$34,495",Sedan,37.2,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Legacy,2025,Touring XT 4dr Sedan AWD (2.4L 4cyl Turbo CVT),"$38,195",Sedan,37.2,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Outback,2025,4dr SUV AWD (2.5L 4cyl CVT),"$28,895",SUV,40.1,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Outback,2025,Limited 4dr SUV AWD (2.5L 4cyl CVT),"$37,855",SUV,40.1,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Outback,2025,Limited XT 4dr SUV AWD (2.4L 4cyl Turbo CVT),"$40,195",SUV,39.1,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Outback,2025,Onyx Edition 4dr SUV AWD (2.5L 4cyl CVT),"$36,105",SUV,40.1,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Outback,2025,Onyx Edition XT 4dr SUV AWD (2.4L 4cyl Turbo CVT),"$39,360",SUV,40.1,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Outback,2025,Premium 4dr SUV AWD (2.5L 4cyl CVT),"$31,195",SUV,40.1,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Outback,2025,Touring 4dr SUV AWD (2.5L 4cyl CVT),"$40,345",SUV,39.1,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Outback,2025,Touring XT 4dr SUV AWD (2.4L 4cyl Turbo CVT),"$42,795",SUV,39.1,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Outback,2025,Wilderness 4dr SUV AWD (2.4L 4cyl Turbo CVT),"$39,960",SUV,40.1,flat 4,,gas,3 yr./ 36000 mi.
Subaru,Solterra,2025,Limited 4dr SUV AWD (electric DD),"$41,995",SUV,38.8,,102,electric,3 yr./ 36000 mi.
Subaru,Solterra,2025,Premium 4dr SUV AWD (electric DD),"$38,495",SUV,38.8,,104,electric,3 yr./ 36000 mi.
Subaru,Solterra,2025,Touring 4dr SUV AWD (electric DD),"$44,995",SUV,38.6,,102,electric,3 yr./ 36000 mi.
Subaru,Solterra,2025,Touring Onyx Edition 4dr SUV AWD (electric DD),"$45,495",SUV,38.6,,102,electric,3 yr./ 36000 mi.
Subaru,WRX,2025,GT 4dr Sedan AWD (2.4L 4cyl Turbo CVT),"$45,705",Sedan,38.8,flat 4,,gas,3 yr./ 36000 mi.
Subaru,WRX,2025,Limited 4dr Sedan AWD (2.4L 4cyl Turbo 6M),"$40,130",Sedan,38.8,flat 4,,gas,3 yr./ 36000 mi.
