make,model,year,cluster_seed,count
Kia,K3,2024,gl,1
Kia,K3,2024,السيارة,1
Toyota,Avalon,2022,xle,2
GMC,Yukon,2016,slt,2
GMC,Yukon,2016,xl,1
GMC,Yukon,2016,sle,3
Suzuki,Ciaz,2023,glx,1
Mercedes-Benz,G-Class,2019,amg,1
BMW,740,2017,kit,1
Changan,Uni-T,2025,elite,1
Changan,Uni-T,2025,uni,6
Geely,GX3,2025,pro,12
Geely,GX3,2025,mak,1
Toyota,Corolla,2024,2 0,1
Toyota,Corolla,2024,xli,22
Toyota,Corolla,2024,gli,3
Toyota,Corolla,2024,lxi,1
Toyota,Corolla,2024,mid,2
Nissan,Kicks,2024,standard,2
Ford,Expedition,2021,xlt,3
Kia,Sportage,2024,gls,4
Kia,Sportage,2024,dct,1
Changan,CS85,2023,gdi,1
Chrysler,300,2022,srt,3
Infiniti,QX60,2014,eco,1
Ford,Everest,2025,xls,9
Ford,Everest,2025,xlt,12
Fiat,500,2024,model,1
Fiat,500,2024,cabrio,4
Honda,HR-V,2024,hrv,4
Honda,HR-V,2024,mid,1
Land Rover,Range Rover HSE,2013,hse,1
Porsche,Macan,2021,premium,2
Toyota,Fortuner,2021,eco,1
Mercedes-Benz,G 63 AMG,2016,amg,1
Mercedes-Benz,G 63 AMG,2016,ebd,1
Mercedes-Benz,G 63 AMG,2016,esp,1
Mercedes-Benz,G 63 AMG,2021,amg,4
Honda,CR-V,2025,tft,2
Honda,CR-V,2025,touring,1
Honda,ZR-V,2024,tft,2
Honda,ZR-V,2024,zrv,9
Honda,ZR-V,2024,lx,1
Toyota,Camry,2023,gle,6
Toyota,Camry,2023,per,1
Porsche,Cayenne GTS,2013,gts,1
Toyota,Land Cruiser,2011,bod,1
Nissan,Datsun,2015,bod,1
Toyota,Hilux,2012,bod,1
Mercedes-Benz,A 45 AMG,2016,amg,1
Hyundai,Venue,2024,gdi,3
Hyundai,Kona,2025,ctv,1
Hyundai,Kona,2025,smart,5
Hyundai,Kona,2025,hybrid,1
Hyundai,Kona,2025,gdi,1
Geely,STARRAY,2024,dct,8
Geely,STARRAY,2024,ray,4
Kia,Pegas,2024,gls,2
Kia,Pegas,2025,gls,6
Kia,Sonet,2024,gls,10
Kia,Sonet,2024,mpi,1
Kia,Sonet,2024,top,1
Kia,Carnival,2025,gls,11
Kia,Carnival,2025,esp,1
BMW,Other,2024,kit,2
Mercedes-Benz,GLC 300,2025,glc,1
Kia,Carnival,2016,mpv,1
Kia,Carnival,2016,ask,1
Geely,Binray,2022,mak,1
Isuzu,MU-X,2018,mux,1
Cadillac,XT5,2020,v6,1
Mercedes-Benz,GLS 580,2020,gls,2
Mercedes-Benz,GLS 580,2020,amg,2
Mercedes-Benz,GLS 580,2020,kit,2
Mercedes-Benz,Other,2024,cle,1
Mercedes-Benz,Other,2024,amg,2
Infiniti,QX80,2025,autograph,1
Audi,Q7,2018,ready,1
Maserati,Levante,2022,gt,1
Mercedes-Benz,GLA 35 AMG,2021,amg,2
Hyundai,Sonata,2019,2 4,1
Hyundai,Sonata,2019,sports,1
Hyundai,Sonata,2019,acc,1
Ford,Bronco,2023,v6,1
Ford,Bronco,2023,wildtrak,1
Cadillac,Escalade,2021,600,2
Honda,Civic,2022,sun,1
Mercedes-Benz,GLE 53 Coupe AMG,2024,gle,2
Mercedes-Benz,GLE 53 Coupe AMG,2024,amg,2
Hyundai,Santa Fe,2015,eco,1
Jeep,Grand Cherokee,2015,dri,1
Jeep,Grand Cherokee,2015,srt,2
Ford,Escape,2019,eco,1
Toyota,Camry,2020,ready,1
Toyota,Camry,2020,gle,5
Toyota,Camry,2013,glx,6
Toyota,Camry,2013,fog,1
Honda,Civic,2024,hatch,2
Honda,Civic,2024,out,1
Honda,Civic,2024,special,2
Mercedes-Benz,S 450,2020,eco,1
Mercedes-Benz,C200,2025,amg,45
BMW,7-Series,2025,735i,3
BMW,5-Series,2025,520i,1
Geely,Azkarra,2022,low,2
Geely,Azkarra,2022,few,1
Mercedes-Benz,G 63 AMG,2025,amg,5
Lexus,LX 570,2013,low,1
Mercedes-Benz,GLE 450 AMG,2020,gle,3
Isuzu,D-Max,2024,max,2
Geely,Monjaro,2023,mid,1
Toyota,Prado,2022,txl,10
Toyota,Prado,2022,add,1
Changan,Eado Plus,2026,dct,1
Changan,Eado Plus,2026,uni,1
Dodge,Challenger,2022,srt,3
Ford,Crown Victoria,2011,usa,1
BMW,730,2014,full,1
BMW,730,2014,vip,1
Foton,Tunland,2024,cab,1
Foton,Tunland,2024,pickup,1
Foton,Tunland,2024,g7,1
Lexus,UX,2023,200,1
Dodge,Charger,2023,rt,5
Dodge,Charger,2023,ppf,1
GMC,Acadia,2023,sle,3
Chery,Arrizo,2025,5,1
Haval,H9,2025,mid,6
Haval,H9,2025,high,1
Haval,H9,2025,full,2
Dongfeng,Shine,2025,e1,2
Dongfeng,Shine,2025,evo,3
Haval,H6,2025,standard,3
Haval,H6,2025,gt,2
Haval,H6,2025,mid,2
Haval,H6,2025,basic,1
Haval,H6,2025,full,1
BMW,M3,2025,now,1
BMW,M3,2025,بي,1
Mercedes-Benz,GLC 200,2024,now,1
Mercedes-Benz,GLC 200,2024,bra,1
Dongfeng,Other,2025,lux,3
MG,MG ZS,2024,lux,15
MG,MG ZS,2024,std,1
MG,MG ZS,2024,mid,1
MG,MG ZS,2024,com,2
Isuzu,D-Max,2020,max,6
Isuzu,D-Max,2020,ver,1
Isuzu,D-Max,2020,cab,1
MG,MG HS,2023,lux,1
Isuzu,MU-X,2025,mux,23
Chery,Arrizo 6,2024,pro,12
Chery,Arrizo 6,2024,mid,2
Geely,Preface,2025,gl,1
Geely,Preface,2025,dct,1
Geely,Preface,2025,mid,2
Mazda,CX-9,2018,full,1
GAC,EM POW,2025,jac,5
GAC,EM POW,2025,pow,3
GAC,EM POW,2025,mid,3
Tank,300,2025,full,9
Tank,300,2025,model,1
Tank,300,2025,conqueror,1
Chevrolet,Tahoe,2007,xl,1
GAC,GS 3,2025,jac,3
Lexus,LS 500,2024,avs,1
GMC,Yukon,2020,sle,3
Toyota,Innova,2024,vip,7
Toyota,Innova,2024,std,1
Toyota,Innova,2024,hybrid,1
Cadillac,CTS,2009,dts,1
Toyota,Rav 4,2021,xle,1
Toyota,Rav 4,2021,rav,1
Kia,Optima,2015,aps,1
Kia,Sonet,2023,ex,2
Kia,Sonet,2023,eid,1
Kia,Sonet,2023,mid,2
MG,MG GT,2024,lux,9
MG,MG GT,2024,com,5
MG,MG GT,2024,stn,1
MG,MG RX8,2023,std,2
Nissan,Sunny,2024,comfort,3
Nissan,Sunny,2024,s,1
Honda,Accord,2022,low,1
Honda,Accord,2022,2 0l,2
Honda,Accord,2022,nos,1
BMW,320,2022,eco,3
Chery,Tiggo 2,2025,pro,1
Chery,Tiggo 4,2025,pro,5
BMW,M4,2023,csl,5
Toyota,Corolla,2011,xli,2
Toyota,Corolla,2011,a,1
Mercedes-Benz,GL 63 AMG,2020,amg,3
Mazda,6,2025,mid,1
Mazda,6,2025,s,2
Mazda,6,2025,sky,2
Mazda,6,2025,standard,1
Mazda,6,2025,سيارة,1
Forthing,U-Tour,2024,esp,1
Mercedes-Benz,GLC 43 AMG,2018,glc,3
Maserati,Quattroporte,2017,gts,3
Bentley,Bentayga,2024,ewb,4
Porsche,Macan,2025,now,1
Nissan,Altima,2025,mid,4
Nissan,Altima,2025,sv,3
Nissan,Altima,2025,s,1
Nissan,Altima,2025,ebd,1
Mercedes-Benz,S500,2021,amg,3
Mercedes-Benz,ML 400,2015,amg,1
Toyota,Veloz,2025,glx,32
Toyota,Veloz,2025,سيارة,1
Toyota,Veloz,2025,vvt,2
Kia,K5,2025,gls,11
Kia,K5,2025,lx,3
Kia,K5,2025,standard,2
Kia,K5,2025,gt,2
Rover,Other,2013,hse,2
Mercedes-Benz,Other,2010,amg,2
Nissan,Datsun,2012,gle,2
Toyota,Fortuner,2014,via,1
Toyota,Highlander,2025,gle,3
Toyota,Highlander,2025,hybrid,1
BMW,M5,2022,cs,2
Nissan,Pathfinder,2013,top,1
Audi,Q7,2021,s,1
Audi,Q7,2021,end,1
Hyundai,Accent,2020,good,1
Hyundai,Accent,2020,tow,1
Hyundai,Accent,2026,ivt,2
Hyundai,Accent,2026,smart,1
Jeep,Wagoneer,2023,day,1
Honda,Accord,2025,mid,3
Honda,Accord,2025,ex,4
Honda,Accord,2025,هوندا,1
Honda,Accord,2025,lx,1
Jeep,Cherokee,2014,srt,6
Nissan,Kicks,2025,s,2
Nissan,Kicks,2025,aud,1
Nissan,Kicks,2025,ستاندر,1
Nissan,Kicks,2025,السيارة,1
Nissan,Kicks,2025,mid,2
Chery,Tiggo 7,2025,pro,3
Chery,Tiggo 7,2025,max,3
Ford,Explorer,2025,english,1
Ford,Explorer,2025,active,1
Ford,Explorer,2025,yet,1
MG,MG 7,2025,sun,1
Jetour,T1 Luxury,2025,cwd,1
Jetour,T1 Luxury,2025,xwd,3
Ford,F150,2025,fx4,2
Ford,F150,2025,xlt,1
Mitsubishi,L200,2024,diesel,2
Mitsubishi,L200,2024,single,1
Mitsubishi,L200,2024,cab,3
Mitsubishi,L200,2024,double,1
Geely,Coolray,2025,dct,1
Chevrolet,Suburban,2021,esp,1
GMC,Sierra,1981,ain,1
GMC,Yukon,2017,sle,2
GMC,Yukon,2017,slt,2
Hyundai,Accent,2024,trc,1
BMW,M8,2023,competition,1
Isuzu,D-Max,2019,max,3
Isuzu,D-Max,2019,cab,1
Toyota,Land Cruiser,2010,vxr,6
BMW,730,2021,li,1
Chevrolet,Tahoe,2018,ltz,1
Ford,Expedition,2016,xl,1
BMW,730,2010,low,1
Changan,Hunter,2025,delta,1
Changan,Hunter,2025,omega,1
Changan,Hunter,2023,delta,1
Geely,Monjaro,2025,2 0,1
Tank,500,2025,elite,1
Changan,CS35 PLUS,2022,lcd,2
Changan,CS35 PLUS,2022,rim,2
Changan,CS35 PLUS,2022,low,1
Dodge,Ram,2019,big,2
Isuzu,D-Max,2022,max,7
Isuzu,D-Max,2022,cab,1
Isuzu,D-Max,2022,run,1
Isuzu,D-Max,2023,max,4
Isuzu,D-Max,2023,vgs,1
Jetour,Dasheng,2025,xwd,1
Jetour,Dasheng,2025,mid,1
Cadillac,XT5,2013,full,1
Chevrolet,Suburban,2010,ltz,2
Chevrolet,Suburban,2010,dvd,2
Chevrolet,Tahoe,2012,ltz,3
Chevrolet,Tahoe,2012,dvd,1
Dodge,Charger,2015,sxt,7
Dodge,Charger,2015,srt,2
MINI,Cooper,2025,سيارة,1
MINI,Cooper,2025,countryman,2
GMC,Yukon,2011,slt,1
GMC,Yukon,2011,dvd,1
GMC,Yukon,2011,denali,1
Jeep,Cherokee,2013,srt8,1
MINI,Cooper,2016,gps,1
Nissan,Datsun,1993,exc,1
Jaguar,JAGUAR XE,2018,kil,1
Mercedes-Benz,CLS 450,2021,amg,3
Mitsubishi,Pajero Sport,2022,gls,1
BMW,735,2026,kit,12
Dodge,Charger,2016,srt,2
Kia,Cerato,2026,gls,1
Hyundai,Tuscani,2025,gdi,1
Suzuki,Dzire,2023,glx,1
Mercedes-Benz,CLS 350,2020,cls,2
Nissan,X-Trail,2025,s,1
Nissan,X-Trail,2025,sl,1
Jeep,Wrangler,2022,rubicon,2
Jeep,Wrangler,2022,srt,1
Honda,HR-V,2021,eco,1
Mazda,6,2023,sedan,1
Mazda,6,2023,model,2
Mazda,6,2023,low,1
Mazda,6,2023,sky,3
Ford,Edge,2022,trend,1
Dongfeng,A30 E2,2025,lux,3
Chevrolet,Traverse,2016,ls,1
Mercedes-Benz,GLE Class,2022,gle,3
Mercedes-Benz,GLE Class,2022,amg,1
Geely,Coolray,2023,two,1
Geely,Coolray,2023,mid,1
GMC,Acadia,2012,sle,2
Tank,300,2023,challenger,2
Kia,K5,2022,gls top,7
MG,MG RX5,2024,std,2
MG,MG RX5,2024,del,1
Chevrolet,Traverse,2014,gray,1
Nissan,Patrol,2003,pat,1
Chery,Tiggo8,2024,pro,1
Chery,Tiggo8,2024,dct,1
Audi,A8,2014,full,1
Toyota,Land Cruiser,2013,gxr,6
Ferrari,GTB 296,2023,gtb,6
Changan,CS35,2025,gdi,2
Changan,CS35,2025,lcd,1
Changan,CS35,2025,limited,2
Toyota,Corolla,2021,xli,6
Toyota,Corolla,2021,eco,1
Toyota,Prado,2013,txl,2
Hyundai,Santa Fe,2019,eco,1
Ssang Yong,Torres,2025,kgm,2
Ssang Yong,Tivoli,2024,mid,1
Ssang Yong,Tivoli,2024,kgm,2
Dodge,Challenger,2021,sxt,4
Ssang Yong,XLV,2024,kgm,12
Jetour,X50,2025,ebd,1
Jetour,X50,2025,esp,1
Jetour,X50,2025,dct,1
Nissan,Armada,2011,se,1
Nissan,Armada,2011,top,1
Nissan,Armada,2011,way,1
Ford,Explorer,2011,xlt,2
Ford,Explorer,2011,top,1
Ford,Explorer,2011,air,1
Mahindra,XUV300,2019,xuv,2
Toyota,Fortuner,2020,low,1
Chery,Arrizo 5,2025,pro,2
BMW,735,2025,dea,1
BMW,735,2025,m,2
BMW,735,2025,kit,2
BMW,735,2025,full,1
Mitsubishi,Eclipse,2025,cross,1
Dodge,Ram,2021,trx,10
Dodge,Ram,2021,big,2
Nissan,Patrol,2012,gold,1
Toyota,Avalon,2017,ava,1
Toyota,Land Cruiser,2012,mid,1
Chery,Tiggo,2018,5,1
Chery,Tiggo,2018,but,1
Renault,Duster,2015,model,1
Nissan,Patrol,1998,نيسان,1
BMW,X6M,2025,kit,1
Chevrolet,Blazer,2005,low,1
Chevrolet,Blazer,2005,mid,1
MG,MG 5,2024,com,6
MG,MG 5,2024,lux,5
MG,MG 5,2024,esp,1
MG,MG 5,2024,tcs,1
MG,MG 5,2024,del,1
Toyota,Fortuner,2025,gx,2
Suzuki,Jimny,2025,glx,1
Suzuki,Jimny,2025,aut,1
Toyota,Hilux,2020,glx,3
Porsche,Cayenne,2019,s,1
Nissan,Patrol,2021,platinum,2
Nissan,Patrol,2021,dvd,1
Honda,Accord,2021,sport,1
Ineos,Grenadier,2023,fieldmaster,1
Suzuki,Jimny,2020,my,1
Lamborghini,Aventador,2015,lp,2
Porsche,Panamera GTS,2020,gts,2
Mercedes-Benz,SLR McLaren,2007,slr,2
BMW,X3,2025,m,1
BMW,X3,2025,kit,1
Ford,Flex,2016,sel,2
Jeep,Grand Cherokee,2019,lit,2
Toyota,Rav 4,2022,xle,2
Toyota,Rav 4,2022,mid,1
Land Rover,Range Rover HSE,2018,hse,1
Mercedes-Benz,C-Class,2025,amg,4
Isuzu,D-Max,2005,max,1
Ford,Edge,2016,sel,2
Ford,Edge,2016,titanium,1
Nissan,Juke,2016,sun,1
Nissan,Juke,2016,gps,1
Nissan,Juke,2016,lcd,1
Toyota,Yaris,2023,air,1
Toyota,Yaris,2023,y,1
Hyundai,Accent,2023,usp,1
Hyundai,Accent,2023,gl,1
Hyundai,Accent,2023,esp,1
Maserati,Ghibli,2015,ssd,1
Maserati,Ghibli,2015,way,1
BMW,X4,2019,ssd,1
BMW,X4,2019,kit,2
Toyota,Camry,2015,glx,3
Mitsubishi,Pajero,2017,gls,1
Mitsubishi,Pajero,2017,low,2
Mercedes-Benz,E-Class,2020,e,1
Mercedes-Benz,E-Class,2020,way,1
Ford,Edge,2018,kit,1
BMW,530,2017,eco,1
BMW,530,2017,pro,1
Changan,ALSVIN,2024,model,1
Volkswagen,Tiguan,2023,tsi,1
Volkswagen,Tiguan,2023,dsg,1
Kia,Sonet,2021,had,1
Mercedes-Benz,GLC 250,2017,glc,2
Mercedes-Benz,GLC 250,2017,now,1
Mercedes-Benz,GLC 250,2017,don,1
Toyota,Prado,2016,txl,2
Mitsubishi,Attrage,2018,glx,1
Mitsubishi,Attrage,2018,out,1
Toyota,Highlander,2021,gle,1
Toyota,Highlander,2021,xle,1
Toyota,Highlander,2021,v6,1
Ford,EcoSport,2014,eco,1
Ford,Figo,2019,sun,1
Toyota,Corolla,2012,two,1
Toyota,Camry,2022,silver,1
Toyota,Camry,2022,gle,4
Toyota,Camry,2022,jbl,1
BMW,X5,2020,202,1
BMW,X5,2020,ppf,1
BMW,X6,2021,عداد,1
BMW,X6,2021,kit,3
BMW,X6,2021,m,1
Fiat,500C,2022,wit,1
Toyota,Camry,2019,white,1
Toyota,Camry,2019,يسر,1
Land Rover,Defender 90,2021,hse,1
Mercedes-Benz,A 200,2023,ppf,1
Chevrolet,Silverado,2025,zr2,1
Chrysler,C300,2023,limited,1
Foton,Tunland,2025,v7,1
Ford,F150,2022,tremor,1
Ford,F150,2022,sport,1
Ford,F150,2022,lariat,1
Haval,Jolion,2025,pro,2
Toyota,Rav 4,2023,xle,1
Jeep,Wrangler,2023,sport,1
Jeep,Wrangler,2023,sah,2
Jeep,Wrangler,2023,sahare,2
Mitsubishi,ASX,2024,glx,1
Mercedes-Benz,GLE 450,2022,gle,3
Hyundai,Accent,2009,fas,1
Ssang Yong,Korando,2024,kgm,1
Chevrolet,Caprice,2009,ltz,1
Nissan,Pickup,2004,2004model,1
Chery,Exeed,2023,txl,3
Jac,GS4,2022,eco,1
Changan,CS75,2022,plus,1
Hyundai,Kona,2023,mid,1
Ford,Flex,2015,limited,1
Tank,500,2024,gwm,1
Forthing,T5 EVO,2023,evo,3
Toyota,Corolla,2020,xli,1
BMW,4-Series,2022,kit,1
Toyota,Avalon,2021,touring,1
Toyota,Avalon,2021,xle,2
Toyota,Avalon,2021,everthing,1
Toyota,Avalon,2021,glx,3
Nissan,Patrol Platinum,2017,run,1
Volkswagen,Tiguan,2022,top,1
Changan,Uni-V,2026,uni,2
Changan,Uni-V,2026,lcd,2
Mazda,CX60,2025,mid,1
MINI,Cooper,2024,s,2
BMW,735,2023,m,1
BMW,735,2023,kit,2
GMC,Terrain,2018,sle,1
Mercedes-Benz,Other,2018,cla,2
Mercedes-Benz,Other,2018,amg,2
Mercedes-Benz,Other,2018,gls,4
Toyota,Hilux,2019,glx,1
Toyota,Land Cruiser,2001,gxr,1
Toyota,Highlander,2020,gle,1
Toyota,Hilux,2023,gxl,1
Toyota,Hilux,2023,gls,1
Mitsubishi,Other,2012,cmc,1
Ford,Expedition,2012,xlt,1
Ford,Expedition,2012,only,1
Pontiac,Grand Prix,1977,top,2
Kia,Seltos,2025,mid,3
Kia,Seltos,2025,gls,4
Kia,Seltos,2025,top,2
BMW,X4,2020,mod,2
Ford,Expedition,2019,xlt,2
Mitsubishi,ASX,2021,w,1
Bentley,Bentayga,2017,whi,1
Hyundai,Veloster,2016,gdi,1
Toyota,Land Cruiser Pickup,2015,now,1
Suzuki,Dzire,2024,glx,1
FAW,Other,2021,mid,1
GMC,Yukon,2025,elevation,1
Infiniti,QX80,2016,top,1
Lexus,LX 570,2016,sho,1
Mercedes-Benz,GLS 500,2018,gls,8
BMW,X5,2018,m,1
BMW,X5,2018,kit,1
BMW,X5,2019,m,1
BMW,X5,2019,kit,1
Toyota,Tundra,2023,limited,1
Toyota,Tundra,2023,trd,3
Mitsubishi,L200,2023,model,2
Chevrolet,Tahoe,2021,xl,1
Chevrolet,Tahoe,2021,sty,1
Chevrolet,Tahoe,2021,premier,1
Chevrolet,Tahoe,2021,ls,1
Toyota,Innova,2011,201,1
Honda,HR-V,2020,hrv,3
Honda,HR-V,2020,mid,1
Mercedes-Benz,S550,2015,f,1
Mitsubishi,Pajero Mini,2018,gls,1
Kia,Quoris,2014,lot,1
Kia,Quoris,2014,but,1
Mercedes-Benz,Other,2023,icn,1
Mercedes-Benz,Other,2023,ico,1
Mazda,CX-9,2020,model,1
Mercedes-Benz,GT63,2020,gtc,1
Audi,A8,2013,l,2
Hyundai,Kona,2024,hybrid,6
Hyundai,Kona,2024,dct,4
Hyundai,Kona,2024,smart,1
Dodge,Ram,2020,big,1
Dodge,Charger,2021,gt,1
Dodge,Charger,2021,srt,4
Dodge,Charger,2021,sxt,1
Toyota,Innova,2017,السيارة,1
Toyota,Innova,2017,goo,1
Jetour,T2 Luxury,2025,xwd,4
Jetour,T2 Luxury,2025,dct,1
Saic,Maxus,2022,d9,1
Changan,Uni-K,2023,uni,3
Mercedes-Benz,CLA 200,2021,cla,3
Mazda,CX-9,2024,full,2
Mazda,CX-9,2024,mid,1
Mercedes-Benz,S500,2015,amg,3
Chery,Arrizo 6,2023,pro,3
Ford,F150,2024,xlt,4
Kia,Carens,2025,mid,1
Kia,Carens,2025,gls,1
Chery,Tiggo,2024,8,2
Chery,Tiggo,2024,pro,3
Chery,Tiggo,2024,2,1
GMC,Yukon,2014,out,1
Jetour,X90,2025,lcd,1
Chery,Arrizo 8,2025,dct,1
Toyota,Rav 4,2012,rav,3
Toyota,Rav 4,2012,mid,1
Toyota,Rav 4,2012,two,1
Hyundai,Sonata,2023,premium,1
Hyundai,Sonata,2023,con,1
Hyundai,Sonata,2018,std,3
Kia,Pegas,2023,lx,1
Kia,Telluride,2021,ex,1
Mazda,CX-9,2022,skyactive,1
MG,MG ZS,2025,lux,2
Hummer,H3,2024,gmc,2
Hummer,H3,2024,hev,1
Porsche,Panamera,2023,4,2
BMW,530,2024,hud,1
Jaecoo,J7,2025,jac,4
Omoda,C5,2025,comfort,1
Ssang Yong,Actyon,2025,kgm,3
Kia,Cadenza,2021,mid,1
Dongfeng,T5 EVO,2023,evo,1
Ford,Raptor,2022,ppf,1
MINI,Cooper,2019,سيارة,1
Mercedes-Benz,GLS 450,2022,amg,3
Chevrolet,Suburban,2016,clean,1
Volkswagen,Golf,2016,gti,4
Mercedes-Benz,CLE 53,2025,amg,3
Toyota,Fortuner,2011,isn,1
Mercedes-Benz,GT63,2024,amg,3
MINI,Cooper,2018,s,2
Mercedes-Benz,S 500,2014,اصدار,2
Hyundai,Tucson,2009,low,1
Hyundai,Tucson,2009,fhd,1
Volkswagen,Beetle,2015,low,1
Audi,A6,2013,air,1
Hyundai,Sonata,2020,gl,1
MG,MG RX5,2023,lux,2
Toyota,FJ Cruiser,2010,top,1
Jetour,JETOUR X70,2024,out,1
Jetour,JETOUR X70,2024,fin,1
Hyundai,Kona,2022,comfort,1
Mazda,CX-5,2024,standard,1
Mazda,CX-5,2024,full,1
Lexus,GS 460,2009,ele,1
BMW,X2,2026,xdrive20i,1
BMW,X2,2026,standard,1
Toyota,Camry,2009,glx,1
Toyota,Cross,2025,xle,1
Chevrolet,Tahoe,2014,ltz,1
Mazda,CX-9,2019,slt,1
Mercedes-Benz,GLE 63 AMG,2016,gle,2
Mercedes-Benz,GLE 63 AMG,2016,amg,3
Mercedes-Benz,CLS 350,2023,cls,5
Ferrari,Ferrari 812 GTS,2020,gts,2
Mercedes-Benz,SLS AMG,2007,slr,2
Porsche,Cayenne,2024,s,2
Porsche,Carrera GT,2025,gts,2
Honda,Odyssey,2020,two,1
Mazda,3,2018,مازدا,1
Nissan,Maxima,2013,mid,1
GMC,Sierra,2018,model,1
Chevrolet,Spark,2021,ls,1
Mercedes-Benz,E 350,2021,amg,1
BMW,5-Series,2026,kit,1
Chevrolet,Tahoe,2023,premier,1
Chevrolet,Tahoe,2023,sle,1
MINI,John Cooper Works,2020,jcw,1
GMC,Yukon,2006,xl,1
Bentley,Mulsanne,2015,now,1
BMW,740,2018,model,1
Toyota,Prado,2012,i,1
Dodge,Charger,2013,sxt,2
BMW,X7,2022,kit,2
Toyota,Rav 4,2007,rav,1
Audi,A6,2016,full,1
Aston Martin,DBS Superleggera,2010,dbs,3
Ford,Expedition,2018,row,1
Ford,Expedition,2018,xlt,2
Mitsubishi,Attrage,2024,hl,1
Geely,STARRAY,2025,ray,2
Geely,STARRAY,2025,dct,1
Toyota,Camry,2026,now,1
Mitsubishi,Pajero,2018,gls,2
Mitsubishi,Pajero,2018,srs,1
Hyundai,Creta,2024,comfort,1
Hyundai,Palisade,2025,caligraphy,1
Hyundai,Santa Fe,2024,mid,1
Renault,CLIO RS,2012,ksa,1
BMW,X4,2025,xdrive,3
Kia,Seltos,2023,gls,1
Toyota,Hilux,2021,glx,1
MG,Whale,2024,comfort,7
MG,Whale,2024,com,1
Hyundai,Stargazer,2025,mpv,1
Chery,Tiggo 2,2023,pro,1
Honda,CR-V,2021,crv,1
Lexus,IS 250,2017,eco,1
GMC,Yukon,2019,sle,1
BMW,745,2003,li,1
Honda,Civic,2012,pra,1
Kia,Carnival,2017,row,1
Mazda,3,2024,full,1
Dodge,Charger,2018,sxt,1
Toyota,Land Cruiser,2018,gxr,2
Land Rover,Range Rover,2015,svr,4
Geely,Emgrand,2024,this,1
Geely,Emgrand,2024,mid,1
Geely,Emgrand,2024,full,1
GMC,Yukon,2007,dvd,1
GMC,Yukon,2007,slt,2
Hyundai,Elantra,2018,mid,1
Lexus,RX 500h,2023,rxh,3
Foton,Tunland,2026,pickup,1
Mercedes-Benz,GLE 450,2025,gle,3
Mercedes-Benz,GLS 63 AMG,2024,gls,3
Mercedes-Benz,GLS 63 AMG,2024,amg,3
Audi,A6,2024,s line,1
Jeep,Gladiator,2021,sand,1
Mercedes-Benz,CLA 200,2023,amg,1
Dodge,Durango,2020,sxt,1
Toyota,Hilux,2017,t,1
Toyota,Hilux,2017,glx2,1
Chrysler,C300,2014,srt,1
Toyota,Sequoia,2016,mid,1
Suzuki,Ciaz,2025,esp,1
Suzuki,Ciaz,2025,ebd,1
Suzuki,Ciaz,2025,trc,1
MG,MG ONE,2024,com,3
MG,MG ONE,2024,std,2
BMW,730,2019,vii,1
BMW,730,2019,li,2
Ford,Bronco,2024,lot,2
GMC,Sierra,2019,1500,1
GMC,Sierra,2019,off,1
GMC,Sierra,2019,wit,1
Haval,H2,2019,model,1
Hyundai,Santa Fe,2018,mid,1
Kia,Optima,2013,mid,1
Fiat,500,2022,almost,1
Fiat,500,2022,model,1
Chery,Arrizo 6,2025,pro,1
Fiat,500,2023,convertible,1
Ford,Expedition,2015,xlt,3
Hyundai,Grandeur,2023,gdi,1
Mercedes-Benz,GTS,2020,gtc,4
Mercedes-Benz,GLE 43 AMG,2019,gle,4
Mercedes-Benz,GLE 63 AMG,2018,gle,2
Ssang Yong,Torres,2024,kgm,3
Chevrolet,Silverado,2020,rst,1
Suzuki,Ciaz,2024,end,2
Suzuki,Ciaz,2024,glx,2
Porsche,Cayenne,2015,twin,1
BAIC,BJ60,2025,flagship,1
BAIC,BJ60,2025,lcd,4
Changan,CS75 Plus,2023,gdi,2
Chery,Long,2023,txl,3
Changan,UNI-S,2026,elite,1
Changan,UNI-S,2026,uni,3
BMW,520,2026,m,1
Dongfeng,A60 Max,2024,max,2
Dongfeng,Shine,2024,e1,1
Dongfeng,Shine,2024,max,3
Dongfeng,Shine,2024,eps,1
Jetour,Dasheng,2023,mid,6
Toyota,Highlander,2023,hybrid,1
Toyota,Highlander,2023,gle,1
Toyota,Highlander,2023,xse,3
Ford,Taurus,2014,tau,1
Nissan,Kicks,2023,sl,1
Citroen,Jumpy,2025,van,2
Citroen,Jumpy,2025,hdi,2
Chevrolet,Captiva,2012,lt,1
Toyota,Corolla,2018,xli,2
Jaguar,F-TYPE,2014,day,1
Suzuki,Ertiga,2025,glx,8
BMW,730,2016,li,1
GAC,GS3 Emzoom,2025,jac,2
BMW,X6M,2020,kit,2
BMW,X6,2011,full,1
Dodge,Durango,2021,gt,1
Jaguar,XJ,2017,xil,3
Chrysler,C300,2021,full,1
Chrysler,C300,2021,model,1
Chrysler,C300,2021,spe,1
Audi,A8,2016,l,1
Mercedes-Benz,CLA 250,2018,cla,3
BMW,760,2023,exp,1
Genesis,G80,2025,prestige,2
Toyota,Camry,2021,gle,6
Mercedes-Benz,C200,2022,exc,1
Mercedes-Benz,E200,2024,amg,1
Mazda,CX-9,2017,mid,1
Mazda,6,2022,mid,1
Dodge,Charger,2020,srt,2
